Timestamp,Event,Value,Predicted_Crash
2026-08-15 14:09:20,Live Multiplier,1.11,
2026-08-15 14:09:20,Live Multiplier,1.11,
2026-08-15 14:09:20,Live Multiplier,1.11,
2026-08-15 14:09:20,Live Multiplier,1.12,
2026-08-15 14:09:20,Live Multiplier,1.12,
2026-08-15 14:09:20,Live Multiplier,1.12,
2026-08-15 14:09:20,Live Multiplier,1.13,
2026-08-15 14:09:20,Live Multiplier,1.13,
2026-08-15 14:09:20,Live Multiplier,1.13,
2026-08-15 14:09:20,Live Multiplier,1.14,
2026-08-15 14:09:20,Live Multiplier,1.14,
2026-08-15 14:09:20,Live Multiplier,1.14,
2026-08-15 14:09:20,Live Multiplier,1.15,
2026-08-15 14:09:20,Live Multiplier,1.15,
2026-08-15 14:09:20,Live Multiplier,1.15,
2026-08-15 14:09:21,Live Multiplier,1.16,
2026-08-15 14:09:21,Live Multiplier,1.16,
2026-08-15 14:09:21,Live Multiplier,1.16,
2026-08-15 14:09:21,Live Multiplier,1.17,
2026-08-15 14:09:21,Live Multiplier,1.17,
2026-08-15 14:09:21,Live Multiplier,1.17,
2026-08-15 14:09:21,Live Multiplier,1.18,
2026-08-15 14:09:21,Live Multiplier,1.18,
2026-08-15 14:09:21,Live Multiplier,1.18,
2026-08-15 14:09:21,Live Multiplier,1.19,
2026-08-15 14:09:21,Live Multiplier,1.19,
2026-08-15 14:09:21,Live Multiplier,1.19,
2026-08-15 14:09:21,Live Multiplier,1.2,
2026-08-15 14:09:21,Live Multiplier,1.2,
2026-08-15 14:09:21,Live Multiplier,1.2,
2026-08-15 14:09:21,Live Multiplier,1.21,
2026-08-15 14:09:21,Live Multiplier,1.21,
2026-08-15 14:09:21,Live Multiplier,1.21,
2026-08-15 14:09:21,Live Multiplier,1.22,
2026-08-15 14:09:21,Live Multiplier,1.22,
2026-08-15 14:09:21,Live Multiplier,1.23,
2026-08-15 14:09:21,Live Multiplier,1.23,
2026-08-15 14:09:21,Live Multiplier,1.24,
2026-08-15 14:09:21,Live Multiplier,1.24,
2026-08-15 14:09:21,Live Multiplier,1.25,
2026-08-15 14:09:21,Live Multiplier,1.25,
2026-08-15 14:09:22,Live Multiplier,1.26,
2026-08-15 14:09:22,Live Multiplier,1.26,
